FR,AL,AT,ET,ES,UE,UL,FL
4,88.2,0.66,0,0,1.29,0.62,3
4,351.0,0.98,0,0,0.89,1.04,3
4,124.5,0.58,0,0,0.61,0.37,2
4,124.33,0.53,0,0,1.43,0.37,1
4,38.0,0.64,0,0,2.33,0.41,3
4,127.5,0.62,0,0,0.46,0.53,3
4,366.0,0.58,0,0,1.01,0.51,3
4,128.67,0.59,0,0,1.45,0.47,3
4,31.0,0.5,0,0,1.28,0.35,2
4,314.0,0.65,0,0,1.85,0.33,3
4,98.5,0.58,0,0,1.5,0.38,2
4,74.75,0.59,0,0,1.79,0.44,2
4,291.5,0.77,0,0,1.15,0.62,3
4,123.0,0.89,0,3540,1.84,1.01,3
4,132.0,0.87,0,0,0.0,0.66,3
4,52.5,0.86,3,0,1.35,0.7,2
4,160.0,0.83,0,0,1.19,0.75,3
4,149.5,0.51,0,0,1.2,0.41,3
4,332.5,0.65,0,0,0.79,0.52,3
4,461.0,0.78,0,0,0.76,0.92,3
4,159.67,0.64,0,0,1.21,0.56,3
4,86.5,0.58,0,2804,0.98,0.55,2
4,113.0,0.55,0,0,1.64,0.36,3
4,122.0,0.45,0,0,1.38,0.29,1
4,78.0,0.43,0,0,1.15,0.38,3
4,76.2,0.49,2,16421,3.38,0.27,2
4,149.0,0.78,0,3648,1.02,0.75,2
4,128.5,0.46,0,0,2.21,0.2,2
4,54.0,0.66,0,600,2.3,0.32,3
4,329.0,0.58,0,0,0.86,0.61,3
4,225.5,0.76,1,0,0.94,0.75,2
4,115.0,0.58,0,0,0.71,0.42,2
4,123.0,0.74,0,0,1.17,0.54,3
4,165.0,0.76,0,0,1.31,0.68,3
4,94.67,0.63,0,0,1.75,0.37,3
4,152.5,0.68,0,0,1.94,0.57,3
4,289.0,0.67,0,0,1.44,0.38,3
4,150.67,0.73,0,400,1.34,0.57,3
4,301.0,0.66,0,0,0.83,0.62,2
4,381.0,0.8,0,0,0.48,0.73,3
4,320.0,0.8,0,0,0.7,0.65,3
4,301.0,0.81,0,500,1.32,0.67,3
4,374.0,0.93,0,0,0.88,0.95,3
4,99.17,0.78,0,133,1.34,0.96,2
4,162.0,0.66,0,0,1.4,0.51,3
4,31.25,0.57,0,0,1.78,0.38,3
4,62.5,0.82,0,0,1.95,0.55,3
4,290.5,0.81,0,0,0.62,0.78,2
4,183.0,1.5,0,0,1.15,1.36,3
4,99.0,0.54,0,0,2.37,0.28,1
4,131.0,0.49,0,5472,1.37,0.3,2
4,38.5,0.45,0,0,0.55,0.37,2
4,327.0,0.87,0,0,0.39,0.91,3
4,165.0,0.82,0,503,0.0,0.88,3
4,320.0,0.73,0,0,2.09,0.33,3
4,71.0,0.52,0,0,0.61,0.37,3
4,104.75,0.7,0,0,1.02,0.63,3
4,142.5,0.57,0,0,0.77,0.36,3
4,131.0,0.41,0,73,1.45,0.25,2
4,57.33,0.56,0,0,1.81,0.36,3
4,183.0,0.56,0,0,1.41,0.44,2
4,68.5,0.65,0,0,1.12,0.56,3
4,72.67,0.53,0,4284,1.41,0.37,1
4,162.67,0.84,0,0,0.61,0.7,3
4,68.33,0.46,0,0,1.84,0.25,3
4,221.67,0.43,0,0,1.96,0.13,3
4,31.0,0.73,0,0,1.34,0.55,2
4,21.67,0.97,3,3313,1.21,0.98,3
4,162.67,0.63,0,0,1.16,0.44,1
4,173.0,0.66,0,0,1.25,0.52,3
4,331.0,0.71,0,0,1.22,0.56,3
4,259.5,0.39,0,0,1.68,0.22,3
4,281.0,0.66,0,1500,1.82,0.36,3
4,297.0,0.71,0,0,1.26,0.53,3
4,152.5,0.65,0,0,0.97,0.49,3
4,165.33,0.89,0,0,1.27,0.77,3
4,175.5,0.44,1,0,1.0,0.45,3
4,223.0,0.75,0,0,2.72,0.46,3
4,164.5,0.95,0,2065,1.04,0.93,3
4,214.5,1.09,0,0,0.93,1.11,2
4,144.0,0.72,0,0,1.15,0.6,3
4,187.0,0.74,0,0,0.76,0.77,3
4,136.0,0.7,0,3402,1.51,0.58,2
4,62.33,0.72,0,0,1.63,0.53,3
4,206.5,0.9,0,0,1.24,0.79,2
4,155.33,0.49,0,0,1.85,0.27,1
4,164.0,0.53,0,3201,1.3,0.38,1
4,115.0,0.46,0,0,2.26,0.24,3
4,94.33,0.73,0,0,1.28,0.61,3
4,170.5,0.5,0,0,1.17,0.38,2
4,142.5,0.7,0,0,3.77,0.32,2
4,124.0,0.63,0,0,1.45,0.39,3
4,177.0,0.68,0,0,1.59,0.37,3
4,454.0,0.9,0,0,0.94,0.95,3
4,129.5,0.62,0,0,1.54,0.36,3
4,454.0,0.67,0,0,1.02,0.61,3
4,122.75,0.91,0,0,1.18,1.07,1
4,64.0,0.66,0,0,1.36,0.43,3
4,336.0,0.7,0,4397,1.13,0.6,3
4,153.67,0.93,0,0,1.2,0.87,3
4,141.0,0.88,0,0,0.45,0.9,3
6,89.0,0.45,0,288,1.72,0.27,3
4,310.0,0.74,0,0,1.42,0.56,3
4,125.67,0.9,0,0,1.2,0.81,1
4,152.0,0.5,0,0,1.23,0.37,2
4,187.0,0.63,0,0,1.19,0.47,2
4,175.0,0.58,0,213,1.38,0.41,3
4,34.5,0.57,0,0,1.5,0.35,2
4,182.0,1.05,0,0,1.05,1.08,2
4,410.0,0.79,0,0,1.16,0.6,3
4,89.8,0.55,0,110,1.5,0.39,1
4,81.6,0.51,0,0,1.74,0.32,2
4,399.0,0.74,0,1112,1.09,0.73,3
4,157.67,0.58,0,0,1.25,0.53,3
4,171.5,0.72,0,0,1.29,0.58,3
4,191.0,0.47,0,14557,1.84,0.23,2
4,50.67,0.82,0,0,1.21,0.72,3
4,281.5,0.93,0,5054,1.09,0.9,2
4,192.5,0.54,0,0,1.24,0.42,2
4,119.0,0.45,0,759,1.75,0.32,1
4,430.0,0.6,0,0,1.33,0.39,3
4,208.0,0.73,0,0,0.0,0.67,3
4,301.0,0.65,0,0,1.21,0.49,3
4,37.0,0.61,0,0,1.37,0.43,3
4,159.0,0.37,0,0,2.54,0.16,3
4,119.0,0.9,0,0,1.03,0.94,3
4,74.0,0.55,0,0,1.26,0.24,2
4,329.0,0.79,0,0,1.21,0.66,3
4,165.5,0.52,0,265,1.45,0.4,1
4,183.5,0.66,0,439,1.18,0.58,2
4,148.0,0.74,0,0,1.06,0.84,3
4,151.0,1.29,0,800,1.24,1.17,3
4,153.0,0.49,0,2221,1.17,0.38,2
4,155.5,0.77,0,0,1.12,0.73,1
4,25.67,0.71,0,0,1.58,0.63,3
4,193.5,0.44,0,0,1.22,0.38,3
4,160.33,0.78,0,0,1.54,0.78,3
4,193.0,0.67,0,0,0.96,0.64,3
4,181.33,0.67,0,0,1.49,0.56,1
4,43.75,0.46,0,18742,1.49,0.39,3
4,220.5,0.68,0,0,1.13,0.62,2
4,151.67,0.68,0,0,0.99,0.74,1
4,124.4,0.54,0,0,1.16,0.45,3
4,303.0,0.96,0,0,3.07,0.73,3
4,55.0,0.81,0,0,1.22,0.76,2
4,84.5,0.93,0,0,0.92,1.03,2
4,147.0,0.79,0,0,0.69,0.59,2
4,104.0,0.8,0,0,1.3,0.76,2
4,338.0,0.72,0,0,1.2,0.59,3
4,195.0,0.76,0,0,0.99,0.73,3
4,119.33,0.8,0,0,1.85,0.55,3
4,98.5,0.44,0,0,1.48,0.3,3
4,202.0,1.46,0,0,1.16,1.32,3
4,463.0,0.91,0,0,1.03,0.85,3
4,285.0,0.74,0,418,1.21,0.75,3
4,124.0,0.56,0,0,0.71,0.35,3
4,586.0,0.7,0,0,1.15,0.55,3
4,82.0,0.81,0,0,0.95,0.8,3
4,121.0,0.81,0,0,0.0,0.61,3
4,132.5,0.64,0,14020,1.39,0.47,2
4,241.0,0.85,0,0,0.92,0.89,3
4,480.0,0.59,0,0,1.31,0.39,3
4,185.0,0.86,0,1961,1.03,0.38,3
4,107.6,0.67,0,0,3.89,0.52,3
4,111.67,0.43,0,0,0.68,0.25,3
4,137.75,0.46,0,968,1.65,0.29,2
4,99.75,0.82,0,0,1.22,0.8,1
4,96.5,0.9,0,0,1.11,0.78,3
4,666.0,0.96,0,0,0.86,0.92,3
4,92.0,0.72,0,3980,1.42,0.56,1
4,90.0,0.51,0,0,2.43,0.26,3
4,169.67,0.66,0,0,1.96,0.45,1
4,224.5,0.65,0,0,1.23,0.54,2
4,262.5,0.63,0,0,1.75,0.33,2
4,100.0,0.47,0,4592,0.56,0.37,3
4,90.33,0.55,0,0,1.43,0.36,1
4,177.5,0.59,0,0,1.72,0.43,2
4,166.0,0.51,0,0,1.09,0.36,3
4,226.0,0.53,0,0,1.3,0.37,3
4,325.0,0.53,0,0,1.25,0.38,3
4,80.0,0.6,0,0,1.35,0.38,3
4,189.0,0.79,0,0,1.33,0.65,3
4,110.0,0.67,0,0,1.69,0.38,2
4,122.0,0.62,0,5399,0.91,0.37,3
4,92.0,0.52,0,0,1.34,0.41,3
4,72.0,0.57,0,0,1.41,0.36,3
4,140.5,0.79,0,0,0.52,0.7,2
4,498.0,0.81,0,0,1.11,0.93,3
4,523.0,0.81,0,1156,1.11,0.93,3
4,70.75,0.75,0,1876,1.4,0.63,1
4,111.0,0.4,0,348,2.33,0.2,2
4,200.0,0.64,0,0,1.18,0.51,3
4,401.0,0.88,0,0,0.0,0.91,3
4,208.67,0.44,0,0,2.57,0.13,1
4,148.5,0.76,0,0,1.37,0.69,2
4,520.0,0.64,0,0,1.64,0.35,3
4,76.6,0.85,0,0,1.8,0.88,3
4,86.0,0.68,0,0,1.65,0.48,3
4,221.5,0.54,0,0,1.61,0.31,3
4,611.0,0.87,0,0,1.1,0.82,3
4,186.0,0.51,0,0,1.87,0.26,3
4,139.0,0.51,0,0,1.47,0.26,3
4,188.0,0.5,0,0,1.47,0.3,2
4,26.67,0.89,0,0,0.98,0.94,1
4,365.0,0.85,0,0,0.0,0.88,3
4,208.5,0.66,0,0,1.31,0.49,3
4,318.5,0.72,0,0,1.77,0.61,2
4,409.0,0.83,0,0,1.32,0.7,3
4,165.0,0.79,0,0,1.05,0.62,3
4,120.5,0.6,0,0,1.2,0.54,2
4,98.75,0.53,0,400,0.93,0.52,2
4,102.75,0.57,1,15584,1.52,0.44,2
4,190.33,0.68,0,0,1.52,0.56,1
4,38.64,0.83,0,1301,1.51,2.28,3
4,504.0,0.8,0,0,1.17,0.66,3
4,209.0,0.97,0,0,1.02,0.9,3
4,126.67,0.85,0,0,1.41,0.83,1
4,94.0,0.51,0,0,1.62,0.28,3
4,141.0,0.88,0,0,1.02,0.94,3
4,237.0,0.54,0,0,1.2,0.41,3
4,152.0,0.75,0,0,1.83,0.55,3
4,638.0,0.84,0,0,0.5,0.88,3
4,347.5,0.63,0,0,1.19,0.51,2
4,456.0,0.83,0,0,0.97,0.62,3
4,84.33,0.73,0,0,0.95,0.63,3
4,185.33,0.77,0,0,1.23,0.67,3
4,169.5,0.73,0,0,1.62,0.51,2
4,168.0,0.95,0,0,0.96,0.95,2
4,68.0,0.77,0,0,1.8,0.43,3
4,145.25,0.52,0,0,1.67,0.31,3
4,71.5,0.73,0,0,0.3,0.7,3
4,153.0,0.88,0,311,0.77,0.99,3
4,134.8,0.96,0,0,1.25,1.46,1
4,180.5,0.5,0,0,1.72,0.23,3
4,147.0,0.76,0,0,0.85,0.82,3
4,262.0,0.93,0,0,1.02,0.81,3
4,215.5,0.9,0,0,1.27,0.8,3
4,121.0,0.57,0,0,0.27,0.42,3
4,179.0,0.97,0,0,0.99,0.93,3
4,292.5,0.64,0,0,1.72,0.36,2
4,131.0,0.41,0,0,1.41,0.28,3
4,350.5,0.97,0,0,0.97,1.07,2
4,147.0,0.75,0,0,1.53,0.53,3
4,231.5,0.83,0,0,1.1,0.76,3
6,548.0,1.25,0,326,1.0,1.25,3
4,127.0,0.59,0,0,2.7,0.32,1
4,154.33,0.48,0,0,1.81,0.28,3
4,424.0,0.78,0,0,1.19,0.69,3
4,55.75,0.98,1,7487,1.07,1.2,2
4,65.0,0.58,0,0,1.47,0.47,1
4,287.5,0.64,0,4515,1.64,0.33,3
4,638.0,0.94,0,0,0.9,0.91,3
4,99.5,0.44,0,700,0.95,0.41,3
4,148.5,0.45,0,0,1.33,0.29,1
4,357.0,0.64,0,16698,0.98,0.51,3
4,138.33,0.94,0,0,2.05,0.98,3
4,427.0,0.74,0,0,1.21,0.76,3
4,164.5,0.53,0,0,1.39,0.35,3
4,279.0,0.79,0,0,1.45,0.53,3
4,395.0,0.75,0,0,1.14,0.78,3
4,162.0,0.69,0,0,1.37,0.68,3
4,103.67,0.8,0,550,1.23,0.69,3
4,264.0,0.5,0,0,1.18,0.35,3
4,91.0,0.55,0,100,2.72,0.42,1
4,192.0,0.86,0,0,0.82,0.92,3
4,242.0,0.55,0,0,1.36,0.37,2
4,477.0,0.95,0,0,0.95,0.94,3
4,188.67,0.55,0,0,1.14,0.29,3
4,210.5,0.48,0,0,1.92,0.26,2
4,236.0,0.81,0,0,1.01,0.82,2
4,160.0,0.82,0,0,1.2,0.74,3
4,215.0,0.79,0,0,1.05,0.96,2
4,151.0,0.91,0,0,0.91,1.02,3
4,55.0,0.44,0,0,1.72,0.21,1
4,216.5,0.59,0,0,1.21,0.45,3
4,519.0,0.96,0,0,1.1,0.84,3
4,207.33,0.61,0,0,1.79,0.36,1
4,161.33,0.71,0,0,0.89,0.8,3
4,69.86,0.99,0,0,1.32,1.95,3
4,102.0,0.74,0,0,2.94,0.45,3
4,154.67,0.44,0,0,1.44,0.24,3
4,61.0,0.74,0,0,1.18,0.6,3
4,623.0,0.59,0,0,1.33,0.38,3
4,216.0,0.56,0,0,1.12,0.53,3
4,277.5,0.68,0,0,1.35,0.56,3
4,147.0,0.47,0,432,0.98,0.45,3
4,297.5,0.87,0,0,0.98,0.99,2
4,134.33,0.94,0,0,1.18,0.93,1
4,181.5,0.72,0,2776,0.89,0.75,3
4,80.0,0.41,0,0,1.29,0.18,1
4,138.0,0.72,0,800,1.19,0.63,3
4,58.25,0.56,0,0,1.61,0.42,3
4,471.0,0.81,0,0,1.21,0.77,3
4,278.5,0.86,0,0,0.83,0.71,3
4,179.5,0.54,0,0,1.41,0.38,3
4,24.0,0.71,0,0,1.83,0.57,2
4,150.33,0.65,0,0,1.3,0.53,1
4,114.25,0.48,0,1726,2.16,0.32,2
4,610.0,0.73,0,0,1.2,0.71,3
4,104.0,0.47,0,0,1.36,0.37,3
4,256.0,0.63,0,804,1.12,0.6,2
4,110.33,0.54,0,1000,0.0,0.33,3
4,88.0,0.45,0,0,0.29,0.53,3
4,209.0,0.56,0,0,1.65,0.31,1
4,196.0,0.89,0,0,0.75,0.97,3
4,201.0,0.7,0,0,1.19,0.59,3
4,26.0,0.57,0,0,1.28,0.39,3
4,194.0,0.83,0,0,0.89,0.96,3
4,471.0,0.78,0,0,0.76,0.93,3
4,196.0,0.64,0,0,1.67,0.35,3
4,101.67,0.59,0,225,2.38,0.39,1
4,311.0,0.76,0,0,0.55,0.5,3
4,252.5,0.47,0,0,1.55,0.26,3
4,215.0,0.87,0,0,0.92,0.95,2
4,225.5,0.86,0,0,1.0,0.89,3
4,197.5,0.72,0,0,0.79,0.61,3
4,550.0,0.92,0,0,0.96,0.98,3
4,167.5,0.57,1,2644,1.49,0.36,3
4,126.67,0.92,0,0,1.3,0.81,3
4,145.5,0.56,0,0,1.58,0.34,3
4,184.5,0.9,0,0,0.98,0.97,3
4,239.0,0.6,0,0,1.37,0.39,3
4,55.2,0.42,0,500,2.14,0.21,2
4,396.0,0.84,0,0,0.96,0.9,3
4,442.0,0.83,0,0,0.8,0.9,3
4,212.0,0.7,0,0,1.2,0.55,3
4,296.0,0.72,0,0,1.16,0.66,3
4,331.0,0.68,0,205,1.07,0.63,3
4,286.0,0.51,0,0,1.08,0.36,3
4,555.0,0.83,0,0,0.87,0.89,3
4,551.0,0.49,0,2211,1.04,0.36,3
4,226.0,0.88,0,0,0.96,0.91,3
4,93.0,0.84,0,0,1.34,0.93,3
4,252.0,0.86,0,0,0.92,0.92,3
4,546.0,0.78,0,0,0.0,0.88,3
4,139.5,0.55,0,0,0.52,0.23,2
4,279.0,0.62,0,0,1.31,0.46,2
4,197.0,0.72,0,2691,0.89,0.75,2
4,234.5,0.7,0,0,0.54,0.63,2
4,324.0,0.85,0,0,1.09,0.72,2
4,138.0,0.85,0,0,1.14,0.77,3
4,268.0,0.6,0,500,1.48,0.36,3
4,445.0,0.69,0,0,1.24,0.51,3
4,117.5,0.43,0,0,1.71,0.23,3
4,141.5,0.66,0,0,1.53,0.48,3
4,88.5,0.5,0,0,0.35,0.22,3
4,200.5,0.48,0,0,1.44,0.32,3
4,363.0,0.68,0,0,1.9,0.38,3
4,172.67,0.49,0,0,1.73,0.27,1
4,396.0,0.83,0,0,1.06,0.9,3
4,380.0,0.54,0,0,1.35,0.36,3
4,261.5,0.48,0,0,0.42,0.22,2
4,267.0,0.83,0,0,0.86,0.99,3
4,71.0,0.63,0,0,1.77,0.35,2
4,179.0,0.8,0,0,1.75,0.57,3
4,180.0,0.6,0,1149,1.67,0.36,3
4,136.67,0.47,0,0,1.31,0.36,3
4,120.0,0.72,0,0,0.49,0.48,2
4,191.5,0.46,0,0,1.12,0.37,3
4,560.0,0.5,0,0,1.22,0.35,3
4,153.5,0.64,0,0,1.62,0.36,2
4,270.0,0.9,0,0,0.96,0.92,3
4,251.0,0.62,0,5655,1.13,0.49,3
4,198.0,0.92,0,0,1.07,0.93,3
4,179.33,0.88,0,0,1.05,0.92,3
4,163.33,0.62,0,0,1.59,0.43,3
4,182.67,0.68,0,0,1.34,0.48,3
4,579.0,0.75,0,0,0.93,0.74,3
4,140.0,0.51,0,0,1.56,0.23,3
4,27.33,0.85,0,800,1.33,0.86,3
4,415.0,0.83,0,0,1.5,0.63,3
4,76.67,0.55,0,0,0.31,0.29,3
4,105.5,0.59,0,0,1.24,0.51,1
4,122.4,0.49,1,1254,1.05,0.33,3
4,147.0,0.48,0,0,1.27,0.37,2
4,169.67,0.56,2,1959,1.75,0.42,3
4,59.5,0.83,0,0,1.51,0.65,3
4,137.0,0.81,0,0,0.0,0.62,3
4,119.25,0.7,0,0,1.62,0.53,1
4,85.5,0.83,0,0,0.58,0.9,3
4,72.0,0.62,0,0,1.48,0.45,3
4,342.0,0.59,0,0,0.6,0.45,3
4,104.75,0.68,0,0,1.17,0.64,1
4,163.5,0.72,0,0,1.65,0.54,2
4,253.0,0.95,0,0,1.25,0.85,3
4,91.0,0.44,0,0,1.87,0.23,3
4,119.0,0.77,0,0,1.44,0.66,3
4,259.0,0.62,0,0,1.88,0.36,2
4,91.67,0.51,0,0,2.16,0.29,1
4,343.0,0.59,0,2175,1.39,0.38,3
4,102.0,0.92,0,0,1.1,0.85,2
4,97.33,0.67,0,0,1.58,0.48,3
4,126.0,0.59,0,0,1.38,0.42,1
4,191.0,0.53,0,500,0.25,0.33,1
4,36.0,0.6,0,0,0.66,0.46,3
4,151.0,0.69,0,0,1.06,0.62,2
4,36.0,0.86,0,0,0.98,0.94,1
4,255.5,0.54,0,0,1.6,0.33,3
4,229.67,0.57,0,0,1.21,0.47,1
4,385.0,0.78,0,0,1.27,0.66,3
4,166.0,0.54,0,5388,1.67,0.32,3
4,58.0,0.76,0,0,2.57,0.52,3
4,85.0,0.73,0,0,1.22,0.55,3
4,97.0,0.37,0,5836,1.58,0.21,3
4,372.0,0.84,0,0,0.53,0.87,3
4,176.0,0.94,0,0,1.0,0.97,2
4,300.0,0.68,0,1439,1.29,0.53,2
4,54.57,0.5,0,0,1.82,0.36,1
4,111.0,0.69,0,0,1.11,0.49,3
4,122.67,0.95,0,1600,1.1,1.01,3
4,400.0,0.78,0,0,0.8,0.96,3
4,381.0,0.49,0,0,0.71,0.37,3
4,118.0,0.56,0,0,1.3,0.39,3
4,230.5,0.6,0,0,0.32,0.46,3
4,60.5,0.77,0,0,1.58,0.54,2
4,42.25,0.47,0,0,1.2,0.42,1
4,95.5,0.81,0,0,1.02,0.75,3
4,71.5,0.7,0,3077,0.87,0.51,3
4,162.33,0.59,0,4037,1.64,0.35,3
4,471.0,0.74,0,0,1.15,0.6,3
4,227.0,0.95,0,0,0.97,1.04,3
4,6.0,0.8,0,0,1.14,0.63,3
4,107.5,0.79,0,0,1.19,0.66,2
4,692.0,0.83,0,0,0.88,0.96,3
4,132.0,0.43,2,0,1.52,0.33,2
4,167.33,0.69,0,499,1.68,0.37,3
4,271.0,0.79,0,0,0.78,1.0,3
4,249.5,0.51,0,0,1.71,0.27,3
4,256.5,0.73,0,0,0.8,0.73,3
4,107.5,0.66,0,0,1.95,0.42,1
4,247.5,0.88,0,0,1.04,0.99,3
4,118.33,0.6,0,0,1.34,0.49,3
4,365.0,0.57,0,0,1.6,0.33,3
4,345.0,0.7,0,0,1.11,0.59,3
4,155.5,0.93,0,0,0.47,1.01,3
4,209.5,0.97,0,0,1.12,0.85,3
4,445.0,0.66,0,0,1.29,0.46,3
4,302.0,0.66,0,0,1.29,0.46,3
4,116.0,0.46,0,0,1.24,0.3,2
4,244.0,0.6,0,0,1.33,0.45,3
4,363.0,0.86,0,221,1.28,0.71,3
4,245.0,0.6,0,0,1.68,0.37,2
4,282.0,0.51,0,0,1.4,0.43,3
4,126.5,0.73,2,0,1.34,0.61,3
4,146.0,0.59,0,0,1.38,0.45,3
4,208.0,0.69,0,0,1.79,0.38,3
4,55.0,1.0,0,0,1.26,0.92,3
4,580.0,0.54,0,0,1.31,0.37,3
4,149.0,0.73,0,0,1.06,0.7,3
4,96.67,0.47,0,0,1.66,0.27,1
4,292.5,0.97,0,0,1.27,0.93,3
4,315.0,0.81,0,0,0.77,0.96,3
4,261.5,0.52,0,0,0.62,0.54,3
4,464.0,0.87,0,6283,1.63,0.84,3
4,444.0,0.71,0,3023,2.06,0.34,3
4,356.0,0.66,0,0,0.93,0.7,3
4,18.0,0.52,0,352,1.35,0.35,3
4,19.0,0.3,0,0,0.63,0.36,3
4,189.0,0.72,0,0,1.28,0.61,3
4,233.5,0.83,0,1500,1.04,0.81,3
4,95.0,0.53,0,0,2.14,0.24,2
4,140.5,0.64,0,0,1.38,0.85,2
4,215.0,0.52,0,0,0.86,0.51,2
4,56.8,0.37,0,0,1.3,0.28,3
4,487.0,0.65,0,0,1.48,0.37,3
4,100.0,0.78,0,0,0.82,0.92,3
4,163.0,0.64,0,0,0.4,0.7,3
4,106.5,0.68,0,0,1.13,0.69,3
4,189.0,0.95,0,0,1.04,0.98,2
4,178.33,0.66,0,0,2.68,0.29,3
4,86.33,0.47,0,0,1.25,0.38,3
4,71.0,1.0,0,0,1.47,0.92,3
4,185.0,0.67,0,0,1.07,0.6,3
4,125.0,0.63,1,0,1.46,0.49,3
4,122.67,0.36,0,0,0.92,0.14,3
4,98.8,0.46,0,0,4.66,0.12,1
4,272.0,0.67,0,0,0.68,0.62,3
4,183.0,0.96,0,0,1.12,0.89,3
4,119.0,0.55,0,0,1.33,0.37,2
4,88.2,0.61,0,0,3.0,0.47,2
4,450.0,0.88,0,0,0.41,0.92,3
4,303.0,0.74,0,0,1.15,0.65,3
4,255.0,0.72,0,0,1.15,0.65,3
4,190.0,0.83,0,0,1.17,0.75,2
4,133.67,0.79,0,0,0.8,0.8,1
4,206.5,0.43,0,0,1.55,0.24,2
4,238.0,0.55,0,5297,1.48,0.39,2
4,293.0,0.65,0,0,1.35,0.5,2
4,407.0,0.62,0,0,0.0,0.6,3
4,89.5,0.35,0,0,1.17,0.25,2
4,194.33,0.39,0,0,1.6,0.23,3
4,350.0,0.77,0,0,1.27,0.6,3
4,86.0,0.82,0,0,1.05,0.93,3
4,103.83,0.49,0,0,2.01,0.23,1
4,65.0,0.94,0,6,1.36,0.86,1
4,123.0,0.73,0,0,1.86,0.63,3
4,186.0,0.75,0,0,4.72,0.35,3
4,190.0,0.56,0,19316,1.32,0.47,3
4,105.33,0.61,0,0,1.35,0.45,1
4,105.5,0.73,0,0,1.1,0.73,3
4,168.0,0.54,1,0,1.44,0.34,2
4,134.0,0.67,0,349,0.96,0.75,3
4,96.5,0.83,0,0,1.16,0.69,2
4,3.5,0.6,0,0,1.27,0.48,2
4,600.0,0.79,0,0,0.98,0.62,3
4,110.67,0.69,0,0,1.41,0.48,3
4,603.0,0.81,1,0,0.9,0.9,3
4,116.0,0.75,0,0,1.4,0.66,3
4,99.5,0.91,0,8934,0.91,0.97,3
4,339.0,0.84,0,0,1.51,0.63,3
4,76.0,0.57,0,0,0.0,0.42,3
4,122.0,0.59,0,0,0.23,0.36,3
4,205.0,0.8,0,0,0.0,0.62,3
4,105.0,0.8,0,0,0.0,0.62,3
4,192.0,0.64,0,0,1.71,0.35,3
4,480.0,0.76,0,0,1.39,0.73,3
4,217.0,0.64,0,0,1.07,0.6,3
4,129.67,0.76,0,0,1.95,0.63,1
4,214.5,0.4,0,0,0.8,0.26,3
4,175.75,0.7,0,0,2.05,0.48,2
4,222.5,0.83,0,0,1.13,0.74,3
4,82.8,0.7,0,5748,1.3,0.85,1
4,322.0,0.42,0,0,0.9,0.37,3
4,171.5,0.62,0,0,1.63,0.4,3
4,179.0,0.65,2,3361,1.63,0.42,3
4,96.5,0.64,0,0,0.43,0.56,2
4,398.0,0.77,0,0,2.3,0.5,3
4,102.5,0.75,0,0,1.4,0.63,3
4,17.0,0.87,0,0,0.94,0.94,3
4,111.0,0.56,0,5863,1.64,0.34,3
4,692.0,0.61,0,0,1.08,0.51,3
4,41.0,0.57,0,0,1.07,0.56,2
4,478.0,0.78,0,0,0.45,0.88,3
4,73.0,0.41,0,0,1.02,0.38,3
4,301.5,0.66,0,0,1.48,0.51,2
4,90.25,0.48,0,0,3.12,0.14,2
4,246.0,0.77,0,0,3.67,0.47,3
4,112.33,0.48,0,454,1.63,0.28,3
4,264.0,0.69,0,0,0.0,0.52,3
4,43.5,0.46,0,0,0.76,0.26,2
4,204.0,0.75,0,4364,1.13,0.72,3
4,255.0,0.91,0,0,0.95,0.9,3
4,216.0,0.83,0,0,1.35,0.71,3
4,123.33,0.43,0,1500,2.53,0.18,1
4,99.0,0.68,0,0,1.95,0.34,3
4,57.8,0.37,0,0,1.31,0.37,2
4,210.0,0.51,0,0,2.72,0.17,1
4,353.0,0.58,0,0,1.28,0.38,3
4,96.0,0.94,0,0,1.12,0.91,3
4,194.0,0.56,0,0,1.55,0.36,2
4,217.0,0.9,0,0,0.0,0.86,3
4,219.0,0.74,0,0,0.77,0.64,3
4,35.67,0.47,0,0,1.34,0.37,3
4,373.0,0.68,0,359,1.81,0.36,3
4,303.0,0.71,0,0,1.17,0.58,3
4,96.5,0.62,0,0,1.32,0.46,3
4,107.0,0.59,1,0,0.99,0.6,3
4,184.0,0.69,0,0,1.29,0.57,3
4,229.0,0.68,0,0,1.24,0.54,3
4,164.0,0.78,0,200,1.16,0.68,3
4,51.67,0.44,0,0,2.4,0.18,3
4,99.67,0.51,0,0,1.66,0.28,1
4,79.5,0.94,0,0,0.64,0.79,2
5,160.33,0.69,0,5395,1.56,0.5,3
4,104.0,0.89,0,0,0.88,0.95,2
4,280.5,0.83,0,0,0.69,0.88,2
4,340.0,0.8,0,0,0.96,0.92,3
4,556.0,0.65,0,0,0.78,0.38,3
4,52.14,0.68,0,0,1.92,0.73,1
4,90.33,0.67,0,0,0.69,0.53,3
4,88.33,0.41,0,0,1.96,0.26,3
4,89.5,0.54,0,0,1.51,0.39,1
4,95.0,0.59,0,0,2.61,0.29,1
4,177.0,0.82,0,0,0.84,0.93,3
4,143.5,0.67,0,0,0.48,0.6,3
4,288.0,0.86,0,0,0.85,0.93,3
4,260.0,0.92,0,0,2.04,0.69,3
4,456.0,0.87,0,0,0.78,0.98,3
4,183.0,0.6,0,1085,1.47,0.37,3
